Usia,Penghasilan,Status_Pekerjaan,Jumlah_Tanggungan,Riwayat_Kredit,Besar_Pinjaman,Jangka_Waktu,Layak
46,4,Swasta,5,Lancar,371,5,Tidak Layak
49,3,Swasta,1,Lancar,397,10,Tidak Layak
38,8,PNS,0,Macet,81,10,Layak
33,9,Swasta,5,Lancar,399,25,Layak
28,1,Wirausaha,3,Lancar,100,5,Tidak Layak
47,11,PNS,1,Lancar,301,15,Layak
47,14,Tidak Bekerja,2,Lancar,55,10,Layak
44,9,PNS,4,Lancar,209,25,Layak
45,18,Swasta,4,Lancar,349,15,Layak
23,5,Wirausaha,1,Lancar,192,20,Layak
22,13,Pelajar,3,Lancar,127,15,Layak
53,4,Swasta,0,Lancar,65,25,Tidak Layak
40,11,Pelajar,5,Lancar,266,15,Layak
36,6,PNS,5,Lancar,398,10,Layak
57,10,PNS,1,Lancar,268,25,Layak
53,4,Swasta,1,Lancar,341,10,Tidak Layak
31,2,Wirausaha,4,Lancar,96,5,Tidak Layak
44,21,Pelajar,5,Lancar,440,5,Tidak Layak
40,3,PNS,3,Lancar,318,20,Tidak Layak
37,4,Wirausaha,3,Lancar,421,20,Tidak Layak
55,22,Wirausaha,3,Lancar,323,10,Tidak Layak
25,4,Wirausaha,3,Lancar,93,25,Tidak Layak
39,4,Wirausaha,5,Lancar,124,15,Tidak Layak
39,22,Tidak Bekerja,2,Lancar,298,15,Layak
51,4,Swasta,1,Lancar,191,15,Tidak Layak
50,19,Swasta,4,Lancar,296,25,Layak
39,6,Swasta,2,Lancar,175,25,Layak
49,12,Tidak Bekerja,1,Lancar,399,5,Tidak Layak
22,11,PNS,5,Lancar,329,20,Layak
39,3,Pelajar,2,Lancar,410,20,Tidak Layak
27,22,Tidak Bekerja,0,Lancar,132,15,Layak
40,9,Swasta,1,Lancar,392,25,Layak
42,22,Pelajar,4,Lancar,227,5,Tidak Layak
20,4,Swasta,0,Macet,294,15,Tidak Layak
21,19,PNS,3,Lancar,495,15,Layak
29,5,PNS,0,Lancar,332,10,Layak
56,10,Pelajar,2,Lancar,467,25,Tidak Layak
49,12,Swasta,2,Macet,455,20,Tidak Layak
43,2,PNS,0,Lancar,464,20,Tidak Layak
51,5,Pelajar,5,Lancar,66,25,Layak
49,10,PNS,1,Lancar,447,20,Layak
57,8,Wirausaha,3,Lancar,131,10,Layak
33,6,Tidak Bekerja,2,Lancar,407,25,Layak
22,17,PNS,3,Lancar,144,15,Layak
44,14,Swasta,5,Lancar,458,20,Layak
26,2,Wirausaha,0,Lancar,478,20,Tidak Layak
36,19,PNS,4,Macet,85,20,Layak
60,17,Pelajar,1,Lancar,125,10,Layak
46,22,Swasta,3,Lancar,144,10,Layak
57,12,Swasta,5,Lancar,304,10,Tidak Layak
57,9,PNS,5,Lancar,96,25,Layak
42,20,Swasta,3,Lancar,343,25,Layak
51,12,Pelajar,3,Lancar,474,10,Tidak Layak
21,10,Swasta,4,Lancar,287,5,Tidak Layak
30,22,PNS,2,Lancar,425,25,Layak
53,2,Pelajar,0,Lancar,181,20,Tidak Layak
53,4,Wirausaha,2,Lancar,315,15,Tidak Layak
26,1,Tidak Bekerja,3,Lancar,466,15,Tidak Layak
29,9,Swasta,5,Lancar,138,5,Layak
44,1,PNS,1,Lancar,273,5,Tidak Layak
21,9,Pelajar,1,Lancar,385,5,Tidak Layak
49,1,Pelajar,4,Lancar,446,5,Tidak Layak
36,20,Swasta,0,Lancar,198,10,Layak
48,18,Pelajar,1,Lancar,130,5,Tidak Layak
37,7,Wirausaha,4,Lancar,190,15,Layak
54,8,Pelajar,2,Lancar,156,15,Layak
36,23,Swasta,0,Lancar,324,10,Layak
41,4,Wirausaha,2,Lancar,285,25,Tidak Layak
44,3,Wirausaha,4,Lancar,232,25,Tidak Layak
39,7,Pelajar,2,Macet,475,15,Tidak Layak
35,4,Swasta,4,Lancar,218,5,Tidak Layak
44,22,Swasta,3,Lancar,352,5,Layak
34,24,Pelajar,3,Lancar,305,5,Layak
56,4,Pelajar,1,Lancar,75,25,Tidak Layak
34,7,Pelajar,3,Lancar,365,15,Layak
34,22,Wirausaha,0,Lancar,334,25,Layak
37,14,Pelajar,3,Lancar,500,5,Layak
56,20,Tidak Bekerja,4,Lancar,228,10,Tidak Layak
20,12,Tidak Bekerja,3,Lancar,198,10,Tidak Layak
52,2,Swasta,5,Lancar,89,5,Tidak Layak
22,15,Wirausaha,2,Lancar,283,15,Layak
41,3,PNS,3,Lancar,253,10,Tidak Layak
40,10,Wirausaha,0,Macet,434,10,Tidak Layak
60,4,Swasta,0,Lancar,132,25,Tidak Layak
46,12,Tidak Bekerja,1,Lancar,258,20,Layak
23,10,PNS,1,Lancar,370,20,Layak
54,21,Pelajar,1,Lancar,109,25,Layak
20,3,PNS,4,Lancar,100,20,Tidak Layak
23,6,Wirausaha,5,Lancar,356,10,Tidak Layak
43,2,Swasta,0,Lancar,216,5,Tidak Layak
48,3,Wirausaha,1,Lancar,306,20,Tidak Layak
41,18,Swasta,4,Lancar,321,5,Layak
42,1,Swasta,5,Lancar,338,10,Tidak Layak
40,15,PNS,3,Lancar,99,15,Layak
33,24,Swasta,0,Lancar,103,10,Layak
27,12,Wirausaha,1,Lancar,60,20,Layak
35,7,Pelajar,1,Lancar,250,5,Layak
54,12,Wirausaha,1,Macet,192,20,Tidak Layak
43,13,Swasta,1,Lancar,170,20,Layak
45,3,Swasta,5,Lancar,276,25,Tidak Layak
26,17,Swasta,3,Lancar,380,10,Layak
44,19,Swasta,0,Lancar,124,10,Layak
57,16,Swasta,2,Lancar,467,20,Layak
45,20,Pelajar,3,Lancar,234,20,Layak
45,6,Pelajar,3,Lancar,273,20,Layak
49,12,PNS,2,Lancar,105,15,Layak
21,5,PNS,4,Lancar,161,10,Layak
28,18,PNS,3,Lancar,329,5,Layak
58,19,Pelajar,5,Lancar,60,5,Layak
30,10,Wirausaha,1,Lancar,390,10,Layak
34,19,Pelajar,2,Lancar,361,25,Layak
31,4,Pelajar,4,Lancar,145,10,Tidak Layak
54,1,Swasta,1,Macet,73,5,Tidak Layak
59,16,Pelajar,1,Macet,198,25,Tidak Layak
35,4,Swasta,4,Lancar,199,5,Tidak Layak
51,21,Swasta,1,Lancar,154,5,Tidak Layak
37,14,Pelajar,1,Lancar,67,20,Layak
40,18,Tidak Bekerja,1,Lancar,209,25,Layak
35,7,PNS,1,Lancar,259,25,Layak
26,18,Pelajar,2,Lancar,222,15,Layak
24,8,Pelajar,4,Lancar,425,10,Tidak Layak
60,18,Wirausaha,2,Lancar,214,10,Layak
52,24,Wirausaha,5,Lancar,230,20,Layak
50,18,PNS,0,Lancar,485,5,Layak
40,15,Swasta,1,Lancar,402,15,Layak
22,3,PNS,2,Lancar,177,20,Tidak Layak
29,21,PNS,3,Macet,207,15,Layak
30,6,PNS,3,Lancar,458,20,Layak
41,13,Wirausaha,0,Lancar,67,10,Layak
36,24,Swasta,5,Lancar,399,5,Layak
44,16,Wirausaha,4,Macet,259,15,Tidak Layak
60,20,Swasta,2,Lancar,213,20,Layak
47,7,Pelajar,5,Lancar,81,15,Layak
39,15,Tidak Bekerja,0,Lancar,441,15,Layak
49,22,Tidak Bekerja,4,Lancar,178,5,Tidak Layak
50,12,PNS,4,Lancar,72,25,Layak
32,3,PNS,4,Macet,83,25,Tidak Layak
29,15,PNS,5,Lancar,253,15,Layak
52,9,Swasta,3,Lancar,400,20,Layak
60,23,PNS,4,Lancar,65,15,Layak
39,11,PNS,3,Macet,403,10,Layak
33,18,PNS,4,Lancar,142,25,Layak
27,22,PNS,0,Lancar,76,25,Layak
27,12,Swasta,4,Lancar,81,10,Layak
57,16,Pelajar,1,Lancar,54,10,Layak
47,15,Pelajar,4,Lancar,226,10,Layak
29,2,Swasta,0,Lancar,485,25,Tidak Layak
59,12,Wirausaha,5,Lancar,283,25,Layak
33,15,PNS,0,Macet,441,5,Layak
33,20,Swasta,5,Lancar,95,10,Layak
25,1,PNS,5,Lancar,134,15,Tidak Layak
53,13,PNS,5,Lancar,389,20,Layak
36,23,Swasta,4,Lancar,279,15,Layak
40,22,Tidak Bekerja,0,Lancar,71,20,Layak
58,4,Wirausaha,4,Lancar,154,15,Tidak Layak
47,2,PNS,4,Lancar,190,15,Tidak Layak
57,24,PNS,2,Lancar,267,15,Layak
34,20,Wirausaha,5,Lancar,75,25,Layak
55,15,PNS,0,Lancar,235,15,Layak
55,18,Pelajar,0,Lancar,259,15,Tidak Layak
28,23,Tidak Bekerja,5,Lancar,166,5,Layak
54,20,Pelajar,2,Lancar,83,10,Layak
37,16,PNS,1,Lancar,262,5,Layak
36,20,Pelajar,4,Lancar,163,25,Layak
37,8,Wirausaha,2,Lancar,294,25,Layak
23,16,Wirausaha,5,Lancar,95,20,Layak
39,24,Tidak Bekerja,1,Lancar,120,25,Layak
32,14,Wirausaha,4,Lancar,218,25,Layak
30,21,Swasta,0,Lancar,203,5,Layak
52,16,Swasta,0,Lancar,465,25,Layak
47,1,Tidak Bekerja,5,Macet,319,25,Tidak Layak
27,6,PNS,5,Macet,50,25,Layak
39,2,Pelajar,5,Macet,177,10,Tidak Layak
37,22,PNS,3,Lancar,442,15,Layak
26,10,Swasta,2,Lancar,474,25,Layak
52,11,Wirausaha,4,Lancar,67,15,Layak
30,21,Pelajar,2,Macet,407,25,Tidak Layak
49,9,Swasta,5,Lancar,372,20,Layak
54,9,Swasta,4,Lancar,336,5,Tidak Layak
39,12,Pelajar,5,Lancar,391,10,Layak
56,6,PNS,2,Lancar,253,20,Layak
29,6,Wirausaha,5,Lancar,400,5,Layak
49,4,Swasta,3,Macet,195,25,Tidak Layak
37,12,Swasta,3,Lancar,422,5,Layak
44,11,PNS,4,Lancar,247,25,Layak
51,12,Wirausaha,5,Lancar,281,25,Layak
58,8,Swasta,4,Lancar,149,10,Layak
53,21,Tidak Bekerja,1,Lancar,264,5,Tidak Layak
58,10,Pelajar,5,Lancar,165,5,Tidak Layak
50,23,Wirausaha,4,Lancar,51,25,Layak
47,13,Swasta,3,Lancar,369,5,Layak
45,16,Swasta,5,Lancar,390,25,Layak
23,14,Wirausaha,1,Lancar,479,10,Tidak Layak
39,10,Tidak Bekerja,5,Macet,364,10,Tidak Layak
27,23,PNS,3,Lancar,305,20,Layak
21,3,PNS,0,Lancar,231,5,Tidak Layak
46,21,Swasta,3,Lancar,247,10,Layak
53,2,Wirausaha,1,Lancar,227,10,Tidak Layak
55,17,Swasta,5,Lancar,450,5,Tidak Layak
40,15,PNS,0,Lancar,303,20,Layak
27,4,Swasta,5,Lancar,153,25,Tidak Layak
42,10,PNS,2,Lancar,445,20,Layak
27,3,Tidak Bekerja,4,Lancar,422,5,Tidak Layak
24,19,Swasta,3,Lancar,157,15,Layak
59,4,Pelajar,5,Lancar,498,5,Tidak Layak
20,18,Swasta,2,Lancar,59,25,Layak
40,10,PNS,3,Lancar,334,25,Layak
29,4,Swasta,4,Macet,218,5,Tidak Layak
21,24,PNS,4,Lancar,436,10,Layak
40,4,Swasta,3,Macet,203,20,Tidak Layak
32,11,PNS,2,Lancar,356,10,Layak
47,16,Tidak Bekerja,0,Lancar,272,5,Tidak Layak
49,2,Pelajar,1,Lancar,174,25,Tidak Layak
37,22,Pelajar,5,Lancar,477,10,Layak
21,12,Wirausaha,1,Lancar,463,5,Tidak Layak
38,14,Pelajar,2,Lancar,166,10,Layak
40,13,Tidak Bekerja,5,Lancar,177,20,Layak
45,20,Wirausaha,3,Lancar,195,20,Layak
44,18,PNS,5,Lancar,90,15,Layak
38,1,PNS,0,Macet,137,10,Tidak Layak
44,23,Tidak Bekerja,4,Lancar,254,10,Tidak Layak
60,15,Swasta,5,Lancar,378,15,Tidak Layak
39,20,Pelajar,0,Lancar,486,20,Layak
25,22,Swasta,2,Macet,467,15,Tidak Layak
37,2,PNS,0,Lancar,389,5,Tidak Layak
37,15,PNS,5,Lancar,260,25,Layak
39,3,Swasta,4,Lancar,393,20,Tidak Layak
58,11,Pelajar,2,Lancar,270,25,Layak
53,7,Swasta,2,Lancar,209,20,Layak
29,13,Swasta,2,Lancar,145,25,Layak
52,18,Pelajar,0,Lancar,224,10,Tidak Layak
38,7,PNS,4,Macet,132,25,Layak
21,8,Pelajar,4,Macet,328,15,Tidak Layak
22,6,Wirausaha,4,Lancar,312,5,Tidak Layak
49,24,PNS,5,Lancar,233,25,Layak
58,3,Swasta,5,Lancar,58,15,Tidak Layak
38,4,Tidak Bekerja,1,Lancar,450,15,Tidak Layak
40,10,Swasta,2,Lancar,396,20,Layak
33,11,Swasta,4,Lancar,454,20,Layak
50,3,Pelajar,3,Lancar,391,10,Tidak Layak
40,11,Swasta,4,Lancar,213,10,Layak
36,3,Tidak Bekerja,5,Lancar,480,15,Tidak Layak
43,24,PNS,4,Macet,135,15,Layak
56,7,Tidak Bekerja,4,Lancar,459,25,Tidak Layak
59,15,Tidak Bekerja,0,Lancar,282,15,Tidak Layak
60,23,Swasta,0,Lancar,378,20,Layak
53,22,Swasta,2,Lancar,417,5,Tidak Layak
39,18,Pelajar,0,Lancar,383,20,Layak
35,10,PNS,1,Lancar,186,15,Layak
31,6,PNS,3,Macet,123,15,Layak
60,18,Wirausaha,5,Lancar,118,10,Layak
43,6,PNS,2,Lancar,404,5,Layak
32,11,Wirausaha,3,Lancar,493,15,Layak
53,6,Pelajar,0,Lancar,488,5,Tidak Layak
46,21,Wirausaha,0,Lancar,339,10,Layak
57,2,Swasta,5,Lancar,54,5,Tidak Layak
40,21,Swasta,3,Lancar,58,15,Layak
22,6,Swasta,4,Lancar,160,20,Layak
33,10,Wirausaha,3,Lancar,117,15,Layak
57,16,Pelajar,1,Lancar,58,25,Layak
56,4,Pelajar,4,Lancar,298,20,Tidak Layak
60,1,Swasta,0,Lancar,419,5,Tidak Layak
49,1,Tidak Bekerja,4,Lancar,352,5,Tidak Layak
29,7,Pelajar,5,Lancar,468,15,Layak
20,13,Swasta,5,Lancar,438,10,Tidak Layak
58,7,Swasta,3,Lancar,154,25,Layak
47,13,PNS,0,Lancar,313,10,Layak
38,3,PNS,2,Macet,354,20,Tidak Layak
49,10,PNS,0,Lancar,313,20,Layak
39,23,Wirausaha,5,Macet,108,15,Layak
39,18,Swasta,1,Lancar,380,5,Layak
42,2,PNS,4,Lancar,138,25,Tidak Layak
50,11,Pelajar,5,Lancar,359,25,Layak
51,13,Swasta,1,Lancar,78,20,Layak
45,24,Swasta,4,Lancar,322,15,Layak
33,24,PNS,3,Lancar,102,20,Layak
25,14,Swasta,5,Lancar,68,15,Layak
52,15,Pelajar,1,Lancar,256,10,Tidak Layak
27,6,PNS,3,Lancar,139,20,Layak
23,23,Pelajar,4,Lancar,328,25,Layak
32,24,Swasta,4,Lancar,373,15,Layak
54,22,Swasta,0,Macet,52,5,Tidak Layak
48,1,Tidak Bekerja,2,Lancar,94,25,Tidak Layak
44,12,PNS,1,Lancar,280,25,Layak
53,14,Pelajar,1,Lancar,459,5,Tidak Layak
30,24,PNS,0,Macet,174,15,Layak
57,1,PNS,4,Macet,336,5,Tidak Layak
48,8,Pelajar,1,Lancar,131,25,Layak
41,3,PNS,3,Lancar,131,20,Tidak Layak
53,11,Wirausaha,3,Lancar,369,25,Layak
30,5,PNS,2,Lancar,465,5,Layak
47,11,Swasta,5,Lancar,152,20,Layak
27,1,Pelajar,5,Lancar,493,15,Tidak Layak
43,22,Tidak Bekerja,4,Lancar,65,10,Layak
29,8,Wirausaha,3,Lancar,264,25,Layak
34,18,Tidak Bekerja,3,Lancar,140,20,Layak
58,22,Swasta,2,Macet,400,5,Tidak Layak
58,22,Wirausaha,5,Lancar,85,15,Layak
40,21,Swasta,4,Lancar,66,15,Layak
55,4,PNS,1,Lancar,262,10,Tidak Layak
55,9,Wirausaha,0,Lancar,329,20,Layak
39,8,Pelajar,2,Lancar,152,25,Layak
32,21,Wirausaha,5,Lancar,245,20,Layak
21,17,Swasta,2,Lancar,108,25,Layak
46,20,Pelajar,0,Lancar,181,10,Layak
26,12,Pelajar,1,Lancar,185,20,Layak
60,23,PNS,2,Lancar,176,5,Layak
45,22,Wirausaha,0,Lancar,454,5,Layak
49,23,Wirausaha,3,Lancar,125,15,Layak
38,10,Swasta,3,Lancar,436,25,Layak
59,4,Swasta,1,Lancar,402,10,Tidak Layak
40,5,Pelajar,0,Macet,74,25,Layak
45,2,Wirausaha,4,Macet,183,15,Tidak Layak
29,20,Pelajar,3,Lancar,491,15,Layak
55,11,Swasta,2,Lancar,182,25,Layak
46,12,Pelajar,4,Lancar,422,5,Tidak Layak
27,6,Pelajar,2,Lancar,390,25,Layak
45,16,Tidak Bekerja,3,Lancar,333,20,Layak
20,5,Pelajar,3,Lancar,279,25,Layak
42,6,Tidak Bekerja,0,Lancar,346,20,Layak
28,8,Pelajar,5,Lancar,146,20,Layak
50,15,Tidak Bekerja,4,Lancar,55,20,Layak
26,21,PNS,3,Lancar,85,5,Layak
28,3,PNS,3,Macet,214,10,Tidak Layak
26,11,PNS,1,Lancar,199,5,Layak
47,5,Pelajar,0,Lancar,329,25,Layak
53,3,Swasta,5,Lancar,283,5,Tidak Layak
35,11,Pelajar,0,Lancar,401,20,Layak
29,8,Wirausaha,2,Lancar,412,5,Layak
43,1,PNS,3,Lancar,159,10,Tidak Layak
29,10,PNS,2,Lancar,386,15,Layak
48,12,Pelajar,0,Macet,449,10,Tidak Layak
44,10,Pelajar,4,Macet,479,15,Tidak Layak
60,7,Wirausaha,0,Macet,410,25,Tidak Layak
49,5,PNS,2,Lancar,236,15,Layak
38,16,Swasta,4,Macet,272,25,Layak
50,11,Tidak Bekerja,5,Lancar,161,20,Layak
49,8,Swasta,5,Lancar,86,15,Layak
53,5,Swasta,1,Lancar,245,15,Layak
47,2,Swasta,3,Lancar,414,5,Tidak Layak
38,1,Swasta,5,Lancar,167,20,Tidak Layak
30,14,PNS,0,Lancar,373,20,Layak
47,17,Wirausaha,4,Macet,220,25,Layak
25,14,PNS,5,Lancar,134,20,Layak
36,10,Swasta,2,Lancar,443,15,Layak
56,13,Wirausaha,4,Lancar,449,20,Layak
46,19,Swasta,1,Macet,379,25,Tidak Layak
55,19,PNS,4,Lancar,230,10,Layak
20,21,Swasta,4,Lancar,369,5,Tidak Layak
35,8,Wirausaha,4,Macet,475,5,Tidak Layak
23,3,Wirausaha,3,Macet,388,25,Tidak Layak
42,5,Swasta,2,Macet,224,20,Layak
51,13,PNS,3,Lancar,495,5,Layak
22,6,Tidak Bekerja,2,Lancar,415,15,Tidak Layak
40,4,Swasta,0,Lancar,342,10,Tidak Layak
43,1,Pelajar,3,Lancar,131,25,Tidak Layak
34,24,Tidak Bekerja,1,Lancar,66,25,Layak
30,24,Tidak Bekerja,3,Lancar,266,5,Layak
22,8,Swasta,0,Lancar,363,25,Layak
38,7,Pelajar,2,Lancar,73,20,Layak
27,2,Wirausaha,3,Lancar,351,20,Tidak Layak
53,15,Wirausaha,1,Lancar,334,25,Layak
53,6,Wirausaha,4,Lancar,494,20,Layak
59,4,PNS,4,Lancar,104,25,Tidak Layak
57,24,PNS,5,Lancar,241,15,Layak
45,10,Wirausaha,2,Macet,339,5,Tidak Layak
22,20,Pelajar,1,Macet,214,15,Tidak Layak
51,22,Swasta,3,Lancar,285,15,Layak
29,7,PNS,1,Lancar,361,15,Layak
29,4,Wirausaha,0,Lancar,417,10,Tidak Layak
30,6,Pelajar,5,Lancar,204,20,Layak
33,12,Swasta,4,Lancar,421,10,Layak
50,10,Wirausaha,1,Lancar,359,5,Layak
28,6,Wirausaha,0,Lancar,184,25,Layak
25,6,PNS,5,Lancar,454,10,Layak
54,1,Wirausaha,0,Lancar,363,10,Tidak Layak
53,21,Pelajar,3,Macet,246,5,Tidak Layak
37,1,Wirausaha,3,Lancar,247,5,Tidak Layak
42,8,Wirausaha,1,Lancar,338,25,Layak
49,3,Tidak Bekerja,1,Lancar,237,20,Tidak Layak
22,12,Pelajar,2,Macet,236,10,Tidak Layak
34,5,Pelajar,4,Lancar,186,20,Layak
56,12,Swasta,3,Macet,230,5,Tidak Layak
22,24,Swasta,1,Lancar,364,10,Tidak Layak
34,23,Swasta,1,Lancar,291,20,Layak
22,19,Pelajar,3,Lancar,66,15,Layak
48,22,Wirausaha,1,Lancar,296,20,Layak
50,21,PNS,1,Lancar,198,10,Layak
26,12,Wirausaha,0,Lancar,155,10,Layak
26,8,PNS,4,Lancar,375,15,Layak
30,8,Pelajar,2,Lancar,105,25,Layak
47,5,Wirausaha,0,Macet,496,10,Tidak Layak
55,3,Pelajar,0,Lancar,413,20,Tidak Layak
59,24,PNS,0,Lancar,260,10,Layak
44,2,Tidak Bekerja,2,Lancar,112,10,Tidak Layak
36,3,Tidak Bekerja,0,Lancar,68,15,Tidak Layak
57,12,Wirausaha,0,Macet,425,5,Tidak Layak
40,15,PNS,3,Lancar,185,15,Layak
39,12,Swasta,0,Lancar,388,5,Layak
29,1,Wirausaha,4,Lancar,324,20,Tidak Layak
25,22,Pelajar,2,Lancar,213,10,Layak
31,11,Wirausaha,3,Lancar,256,10,Layak
36,7,Pelajar,5,Lancar,460,10,Layak
52,4,Pelajar,2,Lancar,355,10,Tidak Layak
55,1,PNS,1,Lancar,311,10,Tidak Layak
38,5,Tidak Bekerja,4,Lancar,464,5,Layak
24,22,PNS,1,Lancar,294,10,Layak
48,2,Swasta,5,Lancar,457,25,Tidak Layak
56,3,Pelajar,3,Lancar,456,20,Tidak Layak
49,2,Tidak Bekerja,5,Lancar,413,10,Tidak Layak
20,24,Swasta,1,Lancar,241,25,Layak
31,18,PNS,1,Lancar,155,5,Layak
34,15,PNS,2,Lancar,351,15,Layak
24,7,Wirausaha,5,Macet,277,20,Tidak Layak
57,24,Wirausaha,4,Lancar,144,20,Layak
30,11,Pelajar,3,Lancar,89,20,Layak
39,10,Swasta,1,Lancar,189,25,Layak
48,2,Swasta,3,Lancar,386,25,Tidak Layak
33,24,PNS,1,Lancar,226,25,Layak
45,11,Swasta,5,Lancar,186,20,Layak
53,4,Swasta,4,Lancar,303,15,Tidak Layak
29,13,PNS,1,Lancar,493,5,Layak
46,7,Swasta,0,Lancar,136,10,Layak
60,19,Wirausaha,0,Macet,101,15,Tidak Layak
60,2,Pelajar,3,Macet,488,10,Tidak Layak
44,18,Swasta,4,Lancar,395,15,Layak
29,9,Pelajar,5,Lancar,237,15,Layak
58,16,Pelajar,4,Lancar,82,5,Tidak Layak
51,3,Wirausaha,1,Macet,490,20,Tidak Layak
53,7,PNS,0,Lancar,83,10,Layak
42,15,Wirausaha,1,Lancar,483,20,Layak
52,2,Wirausaha,4,Lancar,126,10,Tidak Layak
51,19,Pelajar,0,Macet,110,20,Tidak Layak
41,6,Wirausaha,4,Macet,315,15,Tidak Layak
41,13,Pelajar,4,Lancar,484,10,Tidak Layak
42,5,PNS,3,Lancar,269,20,Layak
38,7,PNS,5,Macet,439,15,Layak
42,20,Pelajar,4,Lancar,263,5,Tidak Layak
41,11,Swasta,4,Lancar,156,5,Layak
49,7,Wirausaha,0,Lancar,52,10,Layak
38,15,PNS,4,Lancar,304,10,Layak
41,9,Swasta,0,Lancar,474,5,Layak
20,10,PNS,1,Lancar,281,10,Layak
53,20,Pelajar,3,Lancar,373,20,Tidak Layak
45,14,Pelajar,3,Lancar,196,10,Layak
23,6,Swasta,5,Lancar,285,5,Tidak Layak
31,5,PNS,1,Lancar,64,15,Layak
47,2,Swasta,0,Lancar,343,20,Tidak Layak
56,23,Tidak Bekerja,4,Lancar,167,20,Layak
22,5,Swasta,4,Lancar,270,25,Layak
47,2,Swasta,2,Lancar,386,20,Tidak Layak
48,18,Wirausaha,2,Lancar,266,10,Layak
39,20,Wirausaha,3,Lancar,58,25,Layak
21,6,Swasta,1,Lancar,125,5,Tidak Layak
56,9,PNS,3,Lancar,475,10,Layak
20,17,Wirausaha,4,Lancar,214,5,Tidak Layak
55,20,Pelajar,1,Lancar,189,20,Layak
37,6,PNS,0,Lancar,453,10,Layak
28,11,Wirausaha,1,Lancar,344,5,Layak
56,4,PNS,4,Lancar,58,20,Tidak Layak
44,11,Pelajar,3,Lancar,126,15,Layak
60,1,PNS,0,Lancar,313,15,Tidak Layak
38,14,Swasta,0,Lancar,54,15,Layak
44,22,Tidak Bekerja,5,Lancar,215,25,Layak
34,2,Wirausaha,5,Macet,219,20,Tidak Layak
45,4,PNS,3,Lancar,413,15,Tidak Layak
39,3,PNS,5,Macet,344,25,Tidak Layak
22,2,Pelajar,4,Lancar,300,25,Tidak Layak
44,7,Pelajar,4,Lancar,124,15,Layak
40,3,Wirausaha,3,Lancar,264,20,Tidak Layak
53,3,PNS,0,Lancar,362,20,Tidak Layak
57,13,PNS,1,Lancar,123,5,Layak
43,20,Tidak Bekerja,2,Lancar,163,5,Tidak Layak
60,10,Swasta,5,Macet,89,5,Tidak Layak
44,21,Swasta,4,Lancar,370,5,Layak
20,4,Swasta,2,Macet,444,25,Tidak Layak
48,21,Swasta,4,Lancar,377,5,Layak
51,15,Swasta,0,Lancar,428,5,Tidak Layak
20,22,Wirausaha,2,Lancar,289,20,Layak
54,19,Swasta,5,Macet,98,5,Tidak Layak
35,8,Swasta,0,Lancar,55,5,Layak
51,14,PNS,0,Lancar,128,5,Layak
34,15,Pelajar,1,Lancar,170,25,Layak
24,22,Swasta,2,Lancar,380,10,Tidak Layak
29,1,Wirausaha,5,Lancar,491,10,Tidak Layak
41,22,PNS,3,Lancar,189,15,Layak
27,20,Swasta,5,Lancar,258,15,Layak
34,7,PNS,0,Lancar,497,15,Layak
39,14,Wirausaha,1,Lancar,426,10,Layak
44,23,Swasta,1,Macet,224,25,Layak
31,7,PNS,4,Lancar,233,25,Layak
45,1,Swasta,5,Lancar,189,25,Tidak Layak
23,20,Swasta,4,Lancar,143,5,Tidak Layak
45,3,PNS,5,Macet,293,15,Tidak Layak
29,20,Swasta,2,Lancar,478,5,Layak
34,17,Swasta,0,Lancar,284,5,Layak
24,15,Wirausaha,2,Macet,480,5,Tidak Layak
51,6,Pelajar,2,Lancar,151,15,Layak
51,17,Pelajar,3,Lancar,439,10,Tidak Layak
41,22,Wirausaha,0,Macet,241,5,Tidak Layak
41,21,PNS,5,Macet,85,10,Layak
31,22,Swasta,2,Macet,322,10,Tidak Layak
30,3,Pelajar,0,Lancar,325,25,Tidak Layak
43,19,Pelajar,3,Macet,77,25,Tidak Layak
60,17,Wirausaha,0,Lancar,111,5,Layak
35,2,Tidak Bekerja,4,Lancar,65,25,Tidak Layak
35,14,Wirausaha,3,Lancar,58,5,Layak
20,22,Swasta,1,Lancar,188,15,Layak
42,10,PNS,1,Lancar,125,10,Layak
47,1,Swasta,0,Lancar,378,15,Tidak Layak
51,17,Pelajar,2,Lancar,164,15,Layak
55,20,PNS,4,Lancar,372,10,Layak
56,17,Tidak Bekerja,0,Lancar,367,10,Tidak Layak
22,21,Pelajar,2,Lancar,479,25,Tidak Layak
32,24,Wirausaha,3,Lancar,97,15,Layak
47,22,Swasta,5,Lancar,299,25,Layak
47,5,Pelajar,2,Lancar,133,25,Layak
43,14,Wirausaha,2,Lancar,312,15,Layak
32,5,Pelajar,3,Lancar,445,5,Layak
43,1,Swasta,3,Lancar,177,20,Tidak Layak
24,8,Wirausaha,0,Lancar,67,25,Layak
36,14,Wirausaha,1,Lancar,197,20,Layak
31,10,Pelajar,5,Lancar,127,20,Layak
37,17,Wirausaha,0,Lancar,485,25,Layak
52,20,Wirausaha,0,Lancar,88,5,Layak
50,17,Pelajar,1,Lancar,332,15,Layak
53,24,PNS,0,Lancar,279,10,Layak
49,19,Pelajar,2,Macet,266,25,Tidak Layak
51,4,Swasta,5,Lancar,235,10,Tidak Layak
29,5,PNS,3,Lancar,304,15,Layak
